product_name,rating,review_text,review_title,is_negative
AmazonBasics AAA Performance Alkaline Batteries (36 Count),2,"I use a lot of batteries for lighted decorations all year round. I tried these out during Halloween. They were the worst. I tested them against Sams Club batteries, Harbor Freight Tools batteries and duracell. The amazon always died first. They even leaked that battery acid out after a few hours of use. Just horrible. I removed these from my subscribe and save list. I won't buy again.",Don't waste your money on these amazon batteries.,True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,These are horrible! Don't waste your money. These batteries die faster than any I've ever tried. A few hours in a Wii remote and they have to be replaced. I'm so disappointed!,Don't waste your money!,True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),2,The original Amazon Basics in the solid silver wrapping were great. These seem to have about a half life of those. Wouldn't recommend for use.,Don't waste your monies,True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,"I like shopping with Amazon and have purchased several Amazon brand products. However, I would not recommend anyone buy these batteries. I opened up the box and took a pack of four batteries out of the case and one was leaking. I threw those away. I need batteries for one of my sons toys so opened up another pack and put the batteries in and you guessed it, there was no charge in the batteries at all. About half of the batteries in the box were dead on arrival. The other ones had a charge but did not last long. Save your self the headache and buy energizers or something else. You will pay more but they work. I tried to return this pack but I was out of the 30 day window to return so I'm out the money.",Don't waste your time or money.............................,True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),2,they dont last long at all not worth buying,DONT BUY,True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,Worst battery I have ever came across. Don't use for children's toys leaks battery acid. Had in my daughters mobile and the batteries only lasted 4 days when any other battery lasts a month and when I replaced them this morning I found they leaked battery acid all over.,Dont use for childrens toys,True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,"Bought a, c d 9v batteries in April the AAA seemed fine but went to replace them 4 backs dead. I tried 5th pack and they worked. I will no longer be buying batteries from Amazon you can not count on them. I had d didn't work I hope 9v work. Some of these where for fire alarms not long lasting or don't workUsed c batteries they lasted 12 0f a CD Amazon batteries are horrible",dont waiste your money they dont work or last for a very short time,True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,These batteries don't last!!!!,Dont waste your money!,True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,All but about 4 were duds. What a waste of money.,Duds,True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),2,Not very long lasting batteries....,Duds,True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),2,"These batteries are HYPED! Duracell always wins. I bought them for electronic circuit for my experiments and I can clearly see how they fail against Duracell AAA batteries. I also wonder about the review someone has put that shows the performance plots. Under standard conditions doesn't matter, batteries need to perform the way consumers use them. To be fair, these batteries are better but don't show them as the best in the world, no way!",Duracell is way better!,True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,"Bought these in late Nov. By March 1, most of them were dead in the package.",Early Demise,True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),2,"I gave one star because they were batteries and did not explode in my face which is a major plus. However, if you need batteries for anything you use on a daily basis outside a tv remote then do not buy. These batteries do not last as long as duracell or energizer by far, and i wish i was getting paid to say that. Spend the extra dollars and buy a better battery.",Eh,True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),2,Good price but batteries don't last long compared to other brands,expected more quality,True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,I was searching for rechargeable batteries and these came up. I did think it was a great price for rechargeable batteries so I bought two packs. Didn't realize they were regular batteries until they arrived. I was a little annoyed. I blame Amazon for showing me these when I was looking for something else.,False advertising,True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,"The advertisement promises a 4 channel boat. It is not - only one channel. Consequently, kids can't play simultaneously with more than one boat (which was the reason I bought several). Simple false advertising. The main reason I bought this model over others was that it was promised with multiple channels.",False advertising,True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,"mu AA Amazon batteries made in Indonesia were without power after 12 months, bought in May 2016",faulty Amazon AA batteries,True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),2,After less than 6mos I started seeing a lot of leakage.,Fell apart quickly,True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),2,"Had to wait for more than a month for delivery. First few uses of product has not been good. In a head set had to replace batteries (3) with very small usage, evenings only, had to already replace batteries. The AAA pro cells we normally order usually last a week or better with daily use. I am not pleased with this product.",First few uses of product has not been good. In a head set had to replace batteries ...,True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),2,I used it in a computer key board. First pair lasted only half of the time of other brand like DURACELL.I will see if the second pair does any better.,First pair lasted only half of the time of other brand like DURACELL. I will see if the second pair ...,True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,"When you buy bulk batteries normally you open a box and have a bunch of batteries. With amazons frustration free packaging you open a cardboard box and find pain, hardship and loathing. I sprained a wrist trying to get the batteries out of the individual 4 pack space age metal plastic wrapping. It's terrible. It's also the first amazon product I didn't like. The first terribly packaged amazon product I've ever seen.",Frustration filled packaging.,True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),2,"Never again will I purchase this. The outer cardboard box is frustration-free, but the batteries are tightly shrink-wrapped in groups of four. You need to cut into the wrap to begin to separate the batteries, pull them apart, then cut a little slice into the wrap around each battery. Then figure out how to pull each battery out of its little, plastic strait-jacket.Even if these batteries function well, the hassle of unwrapping them (12 shrink-wrapped sets of four batteries) isn't worth any cost savings.",Frustration-FULL inner packaging. Not worth the hassle.,True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,"Shame on Amazon for putting their trusted name on this garbage! Nothing I put these batteries work properly whether AA, AAA, C or D, not the blood pressure cup won't fill with air before going into Error, motion lights that flicker when these are put in, remotes that work on and off - which all goes away with name brand batteries!",Garbage,True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,"When I purchased the Fire Stick, these batteries were included. In less than three weeks they were dead and had to be replaced. The batteries for the Fire Stick are used only in the remote, so it is not as though they got much use! I would never recommend such a garbage product.",garbage,True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),2,Feel like these loose their charge much faster than the brand I used to buy. Will not purchase in the future.,Gave it a try,True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),2,Don't last very long,Get the big name ones,True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,Bought a 20 pack to give them a try and found they dont hold up well in the tv remotes.... gone back to duracells,Gone back to duracells,True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),2,Good value for the money. I use them in kids toys and remote controls where they work fine. For heavy discharge items like flashlights and tools they will not last very long compared to other premium brands. I don't trust them in smoke detectors either.,Good for the money.,True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),2,"So, I purchased a pack of these a month ago (11-Dec-2015) and was using them as expected, when I hit a snag. At LEAST 3 batteries from this pack were marginal/undervoltage (1.5V) out of the box. I found this out because I had replaced a pair of batteries in one of my remote sensors for my wall mounted indoor weather station because the had sensor stopped working. I thought maybe I had inserted them wrong, but no, the +/- marks matched the batteries. So I tried several times to reset both the sensor and the station with no luck. At one point, I had all of the batteries out to force a reset and put them back. But now my weather station would not power up either.That was the clue I needed. I got my trusty multimeter (with battery tester) and checked out all 5 of the Amazon Basics AA cells. Like all NEW 1.5V batteries, most of them showed 1.6V which is typical. Two of them were at 1.48V, which was just low enough for them to be considered undervoltage. No new AA battery should arrive with 1.5V. This is the first and only time I have ever seen fresh batteries arrive in a not as new condition with caused problems with my electronics.I generally like all of the various Amazon Basics products (mice, HDMI cables, etc.), but this has caused me to have doubts about not only their AA batteries, but all of the house branded products. Buyer beware (Caveat Emptor) seems to be the bottom line.",Good Value - Some undervoltage batteries out of the box!,True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),2,Very short life in these... Bad batch,Got lemons,True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),2,"Great price - but you get what you pay for. In our Xfinity TV remote, these last 25 of the time the Duracell's lasted. Overall, they don't have lasting power like the top brands.",Great price - but you get what you pay for,True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),2,I was a little surprised how large a portion of these batteries measured as dead or low out of the box. I did not notice at first but a few batteries in some would last all of a day on low power items. I am currently sitting on 25 dead or extremely low.,Great- If you like 25 dead batteries.,True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,By far the worst batteries I have ever bought I regret my purchase of 2 packs! Half of each box came without power and the ones that did were half life! If u found this helpful please rate helpful thanks!,Half dead if not dead only half filled,True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,some are not functioning,half don't work,True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,I got these batteries on Amazon Prime Day and I thought I got a good deal but half of them don't work!!! Very disappointed.,Half of the batteries don't work!,True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),2,Half the batteries didn't work!,Half the batteries didn't work!,True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,Half the batteries had no charge.,Half the batteries had no charge!,True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),2,"I have to change my mouse batteries and keyboard batteries like every two weeks with these..... before it was every few months.... horror story... constantly get ... mouse not connected , keyboard not connected ......sometimes starts within a few days....... going to pay more for the name brands",have to replace so often not worth it... cheaper to buy big names,True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),2,"I ordered these mainly to use in a set of small LED flashlights. I tried the batteries in three different flashlights, but they didn't work in any of them. I double checked polarity and they were correctly installed. I tried them in a different device didn't work in that either. Amazon sent me a second set free of charge. They still didn't work in any of the flashlights but did work in a remote control and a toy. (I tried a different brand of batteries in the flashlights and they worked fine.) So it was hit and miss with these AAA batteries--2 sets of them. I've used Amazon AA with no problems.",Hit and Miss,True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),2,"Unfortunately, some of the batteries seem to be duds. I have replaced dead batteries with these, only to still have a dead remote. Great price, but I now know why...",Hit or miss...,True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,"I'm not sure if these are the same Amazon Basics batteries I purchased last time, the label is different. More importantly these seem to discharge faster or hold less power. I buy the 48 count box usually and its obvious to me already this box will last maybe half the time the last box did.",hmm,True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,"absolute garbage, noteven a 1/4 of the battery of a regular energizer, dies so quick, tested, compared for months, sorry Not worth the money atany price, except maybe free.",horrible batteries,True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,"Very unhappy with these batteries. Used them for my flame-less candles, 3 batteries in each. I use a remote to turn the candles on, so they were only on a few hours at a time AND only a few nights a week. Died in less than 3 WEEKS!",Horrible batteries,True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,"I suppose the most honest thing about them is in their name...BASIC!! I use them in my blood pressure monitor. I take my BP twice a day and it only takes about 10 seconds. The batteries only last about 6 weeks. I've also used them in my air conditioner remote which I might use once or twice a day, just to turn it on or off. Again, after about 5 - 6 weeks, they stop working. They are also used in my Alexa/Echo remote which is used more often, yet, they last about 3 months in it. This is the first Amazon labeled/made product that I have bought that was not rated a 5. Don't buy these if you are looking for a long lasting battery.",Horrible life span!!,True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,"Horrible, do not buy.I bought these in AA and AAA and they all lasted just a few days. My battery tester shows them on the lower side of good when unused but doesn't take long before they stop working.","Horrible, do not buy",True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,"Horrible! Did not last 1 hour, in my devices. DO NOT BUY!!",Horrible! Did not last 1 hour,True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,"Batteries were horrible. As soon as I would put a pair in my Amazon Fire stick remote, I'd get a message that batteries were low. After a day or 2 I couldn't even wake the Fire stick up because the batteries were dead. Went through the hole pack in 2 weeks.",Horrible.,True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),2,Went on sale 4 days later for 14.40 for 100 batteries. I paid 12.49 for 48 batteries. Hosed again.,HOSED,True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),2,"I always put new batteries in my three thermostats at the beginning of the heating season in late Sept to make sure they work through the winter. Never had a problem with Energizer or Duracell going the whole year. These batteries from Amazon all had to be replaced in February, won't be using them again.",I always put new batteries in my three thermostats at ...,True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),2,I am disappointed with the quality of these batteries. I used them to light some low voltage decoration lights on the ceiling of my bus. They only lasted 1 day. Replaced with Energizer batteries and I am in my 2 week and they are still going strong.,I am disappointed with the quality of these batteries,True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),2,"I purchased these to try because I needed so many for my Christmas village. Withing 24 hours some of the batteries died so I turned off all of them so I could at least have them on for Christmas. I am very disappointed in them, had to go out and purchase more of the copper top ones which last weeks and weeks to keep my village lit for the holidays. I will not purchase these again.",I am very disappointed in them,True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,"I am very disappointed in these batteries. They do not work, or if they do work it is only for a few minutes. They are a waste of money.",I am very disappointed in these batteries,True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,Not a long life at all. I bought AA batteries in the same order and they work fine.,I bought AA batteries in the same order and they work fine.,True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,I bought the 20 pack in September 2015. Half of the batteries in the package do not work. Do not purchase.,I bought the 20 pack in September 2015. Half ...,True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,I bought these batteries for my Fitbit scale and installed them as soon as they arrived. Typically I have to change the batteries every 6-8 months but I have already had to replace these. I won't be buying them again.,I bought these batteries for my Fitbit scale and installed ...,True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,Out of every package so far only 2 batteries are working. I bought these in April so they should still all be good and I'm finding I need to throw most of them away. I wish I could still return them.,I bought these in April so they should still all be good and I'm finding I need to throw most of ...,True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),2,I bought these to use in the wireless mouse I bought at same time. I seem to have to change the batteries to often.,I bought these to use in the wireless mouse I ...,True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,I DO NOT recommend purchasing these batteries they barely last 24 hrs in what lasts 2 weeks with Costco or Duracell or Energizer brands.,I do not recommend,True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,I don't know who made these batteries but they are worthless. They do not hold a charge.I WILL NOT BUY AGAIN.,I don't know who made these batteries but they are ...,True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,"I had hoped that Amazon batteries would be as good as their other services. Unfortunately, either we got a bad batch or these batteries are not as good as other brands. These were ordered in April and it is now August and I have had to use three sets of batteries in my mouse. Normally a set of batteries lasts three or four months. I would not recommend. Others reviews are more positive, but I personally cannot recommend this brand.",I had hoped that Amazon batteries would be as good as their other services,True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,I had to buy a brand new bed after purchasing this item. It kept ripping up and the bugs kept coming from the tears in the case. I do not recommend this for no one.,I hate it!!,True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,These battery only last a few months in my dish network remote controls (have 10 of them). Duracells last over a yearI will no longer purchase Amazon batteries. Disappointed,i have allways been impressed with Amazon brand products.,True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,"I have bought these twice-my first purchase, I received the batteries in the silver packaging, had no issues, long battery life, etc. The second order I received the batteries in the gray packaging as pictured. I bought the second back in April, and last week I discovered that every unused battery that I hadn't used up and thrown out was leaking. I threw out 5 batteries one day, and found 3 more that were in use in remotes that needed to be thrown out as well because they had leaked, and had to throw out a remote as well since it had corroded inside.I'm not going to be buying again. I could forgive one leaking battery, but almost half the package I'll either buy another brand for a bit more money and quality, or go to a local dollar store for the same quality and less money","I have bought these twice-my first purchase, I received ...",True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,"I have never been so disappointed with a product. The battery life is horrible. When used in my camera, I can get maybe five standard-non zoom pictures before the camera shuts down and states the batteries need replaced. When used in tv remotes, the battery life is maybe a week. It is the same with the Amazon AAA batteries too. I will not be repurchasing again.",I have never been so disappointed with a product,True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,"I have never had problems with the Amazon brand batteries before until this time around. I use these for battery operated candles and normally 3 AAA batteries will last in my candle a couple of weeks on a timer. I replaced the batteries 2 days ago with these batteries in 3 separate candles and all three candles do not work less than 24 hours later. Not sure if this batch was defective or not, but I won't risk spending the money and buying them again to not have them work.",I have never had problems with the Amazon brand batteries ...,True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),2,I have to admit I was not too happy with these and probably won't buy them again. The 'life' on them is extremely short and definitely leave a lot to be desired.,I have to admit I was not too happy with these and probably won't buy them again,True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,"Sorry Amazon, I love you, but these batteries are terrible. They don't last long at all. Reordered before I realized that they peter out in short order. They have failed in every application requiring batteries. Unfortunately, their made in Indonesia. Wasn't putting them in the China slot immediately but have no choice to do so. Applications referred to are, tooth brush, remote controls, motion lights, etc. Purchased, AAA AA with no difference in performance. I enjoyed the idea of being stocked up on quantity, but the quantity doesn't replace quality. Won't be ordering these batteries again. But will be shopping for a superior product.J.MAC","I love you, but these batteries are terrible",True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,"I had high hopes for these and very surprised at alt he high rating. I must have received a bad batch. This is a large qty and 6-8 months after purchase, using these batteries and they are no good. I figured they just wore out since i did not use them. Very disappointed and a good 20+ are trash. Real bummer.",I must have received a bad batch. This is a large qty and 6-8 ...,True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,I need to cancel this auto shipment,I need to cancel this auto shipment,True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,"I needed batteries for my kittens toys. The first three I used lasted only 5 hours!! I am so unhappy, I spent 8 which is a lot of money for me.",I needed batteries for my kittens toys. The first ...,True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,They do not last at all! I never leave negative reviews as I am generally satisfied. But logged back in just to do it! They are awful!!!,I never leave negative reviews as I am generally satisfied. But logged back in just to do it,True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),2,"I normally buy the Maxwell brand but thought I'd give these a try. I used them in my led battery operated lights, they were dead in half the time of the Maxwells.",I normally buy the Maxwell brand but thought I'd give ...,True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),2,I originally wanted to buy Duracell brand batteries but I bought these instead (Aug. 2016) as they were cheaper. I just today had to remove a set of these from a remote thermometer and they had leaked even though the date printed on the batteries was Jan. 2025. My savings on these cheaper batteries was far less than the cost of my now damaged thermometer.,I originally wanted to buy Duracell brand batteries but I ...,True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,"I purchased the AA batteries for my Nest smoke detectors. The batteries that came with the Nest lasted for a couple of years, so I expected similar performance from the Amazon AA's. In less than 2 months after my purchase, the Nest indicated that they had to be replaced again. This product is not to Amazon's expected standards. I will give it a miss.",I purchased the AA batteries for my Nest smoke detectors ...,True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,"I purchased these batteries for my boyfriend . The split open and ruined who uses them in a 200.00 portable modem. I would of sent them back, but this happened after the 30 day return window.",I purchased these batteries for my boyfriend. The split ...,True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,I purchased these for my daughter for camp and open a pack today and they did not work. Fresh out of the plastic wrap and everything:(.,I purchased these for my daughter for camp and open ...,True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),2,I put several of these in my mouse battery and had to replace them after only a few days. Will not be buying more.,I put several of these in my mouse battery and ...,True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,"This is the first Amazon product I've purchased. I thought that batteries would be a good first try since there really can't be much difference between alkaline batteries.I am a working musician teacher. I sing with a band and use a Shure Wireless Beta 58 mic. A normal set of alkaline batteries last about 7-8 hours in my mic. The first gig I used these with was about 3 1/2 hours with the mic on and by the end of the gig the light on the mic showing battery was showing that the battery was about to die. I was just lucky that it lasted long enough for the entire gig. Usually I can get two full gigs out of an alkaline battery. Just as a comparison, I usually buy the cheapest boxes of batteries at Lowe's. Those batteries are only slightly more expensive than the Amazon Basics and last twice as long in my mic.I can't say how these batteries work in other things, but I can say that for what I use them for they are a big waste of money. I would rather use batteries that cost 15-20 more and last twice as long.",I thought that batteries would be a good first try since there really can't be much difference ...,True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,WHAT A HORRENDOUS PRODUCT. I THOUGHT THAT BEING FROM AMAZON IT WOULD BE GOOD. WRONG!!!! IT'S STILL CHINESE FIRST.LASTS NOTHING (2 WEEKS IN MY COMPUTER MOUSE). DISASTROUS DISAPPOINTMENT. FIRST TIME I AM LET DOWN BY AMAZON. PITY! I GUESS I SHOULD HAVE BEEN MORE CAREFUL AND LESS GULLIBLE.,I THOUGHT THAT BEING FROM AMAZON IT WOULD BE GOOD. WRONG,True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,I used them for christmas decoration and by the end of christmas the batteries leaked . will not get them again,I used them for christmas decoration and by the end ...,True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),2,"I was hoping these batteries would last more than 4 hours, and since they didn't I don't think the price should be as listed",I was hoping these batteries would last more than 4 ...,True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),2,I would have gotten the same quality had I got batteries from the dollar store. I was very disappointed.,I was very disappointed.,True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,I will never purchase this item again. It is in my opinion overpriced junk.,I will never purchase this item again. It is in my opinion overpriced junk.,True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,These batteries do not last nearly as long as the bunny or copper brands. I will use them up and never waste my time or money on these again. I have been using them in an LED flashlight.,I will use them up and never waste my time or money on these again,True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,"I see that these batteries have lots of positive reviews. My experience has been poor. I put a pair in the sensor for an outdoor thermometer. They lasted about 2 weeks and when tested, showed very low power. Replaced them with a second pair. They lasted and tested about the same. These may work better in indoor uses, but they seem to not like the cold. I've had way better success with rechargeable.",I Won't Reorder,True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,"They're not a bad value (because they're cheap), but they drain much faster than you would like. I hate throwing dead batteries away anyway (no recycling options here) and 4 of these drained in a day, running a tiny string of LED Christmas lights.",I wouldn't buy these again.,True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),2,I probably wouldn't buy these again. Each set of 4 batteries is individually shrink wrapped and very difficult to get apart. I'm sure batteries are fine if you don't mind the packaging.,I'm sure batteries are fine if you don't mind the packaging,True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,"I've had good luck with Amazon basics peripheral devices for computers, but the 24 pack of AAA batteries I got had virtually no power out of the package. Perhaps it's a quality control issue, but I got burned on the ones I bought, and won't take another chance with them.",I've had good luck with Amazon basics peripheral devices for computers,True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),2,"Dont last long. I thought because they had the AMAZOn name they would be good, but they are no better than other generic batteries.",In some cases you get what you pay for.,True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,It stopped working. Never buy this. It's not certified by Apple. Not sure why Amazon is selling such products on prime,It stopped working. Never buy this. It's not ...,True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,Lights worked well but the ahesive didnt stick on about 90 of the lights backing. The 10 that did. I tried to adjust the lights and they ripped.,Its a gamble.,True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,These batteries work but don't really last that long. You maybe get 3-4 weeks out of them. Its better off buying rayovac or energizer batteries from home depot,Its better off buying rayovac or energizer batteries from home,True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,These batteries are junk . i use 4 of them in my front door lock. i have gone through 12 batteries in less than a month .,JUNK,True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,"Batteries used in fire remote, lasted maybe a week and then died",Junk batteries,True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,"batteries suck! brand new out of box dead or close too. Change smoke alarms every month and remote batteries every 2 weeks.junk dead, 3 different boxes and sizes of amazon","junk dead, 3 different boxes and sizes of amazon batteries",True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,Absolute junk! My devices run only 3 - 5 days with these batteries and probably half have been dead when I put them in my devices. Save your money buy Duracell batteries from Groupon they will stand behind less than quality batteries but Amazon will not once you buy Amazon batteries as has become the case with most of Amazon you are on your on without a paddle.Amazon did send me replacement batteries however they are the same as the original ones. I don't know how anyone can give a positive review just terrible.,Junk Probably half dead on insertion into your devices!,True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),2,These don't last like good batteries. But are a great price. If you have kids that leave toys on and run out batteries then these are good. I don't use them in the remote or anything I want to rely on for long term use.,Kind of weak,True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,"I used these to replace the batteries in my digital safe. A week or two later I needed to access something from the safe, but it wouldn't open. I was sure I was entering the right code, but the safe just beeped and didn't unlock. I didn't suspect the batteries right away because they were still almost new. But eventually I plugged in a different brand and that's all it took the get the safe to work properly again. It was a big relief, and interesting to find out that AA batteries aren't all created equal.",Lack power for some applications,True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),2,"I purchased a box of these. First replacement for my outdoor weather info transmitter didn't work so well. Within a couple of days the receiver wasn't receiving a signal from the transmitter, so I changed out the batteries once again. Within 96hrs the receiver once again showed low battery power coming from the transmitter and wouldn't display a temperature reading. This week I'll replace those again (3rd time in 6wks) and expect a low-battery warning just days after. Unsure if I should demand an exchange or full reimbursement. Maybe they do well in warm temps, but in the cold temps they cannot perform like a Duracell or Energizer.",Lack the power as advertised,True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,"Last less than a quarter as long as even off-brand batteries such as Rayovac, creating a lot more waste. With name brand batteries my wireless keyboard would last almost a year these amazon branded batteries last only 2-3 months. If they weren't considered hazardous waste when spent I might have given them 2 stars on account of there low price, but when you consider how hard it is to dispose of batteries properly (and how much time you'll spend changing them out of your favorite devices) they're really not worth your time",Last about a quarter as long as name brand batteries,True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,"Lasted ten minutes in my flashlight. Changed out the batteries again, the next two lasted 12 minutes. Don't buy. Junk!",Lasted ten minutes in my flashlight. Changed out the ...,True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,"WHAT THE HECK! I have a SERIOUS issue with these batteries! I put them into my Amazon FireTV remote which kept draining batteries, and within a few minutes it quit working and gave up, thinking I had a bad remote. A few days later when I opened the case the batteries were had leaked all over the compartment.Just NOW, while typing on my keyboard, several of the batteries were sitting there next to my keyboard. I heard a hiss and felt a jet of air hit my right hand and I started coughing and choking on whatever the heck it was that came out of the battery.I'm throwing these away and will never trust this brand again.",LEAK !,True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,Do not buy each have leaked within one recharge. Battery corrosion at base ruined my battery recharger as well. Warranty for 30 days. You can't use them all and recharge within 30 days,Leak at base good for one use do not buy,True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,Two batteries of he the twenty were leaking in the Package on delivery. With a ten year warranty against leakage...that is not a good start,leakage when new before use.,True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,Half the box did not work and one set of 4 started leaking white battery acid within 5 minutes of putting it my sons toy. Asking Amazon for a full refund.,Leaked Acid,True
AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,Every single battery leaked battery acid after the first few charges or uses. Some while in the device it was powering and others while in the charging station. I thought perhaps it could be the charging station I was using so I purchased another brand but it didn't make a difference. I also never left the batteries in the charger once they were fully charged. This happened with the AAA batteries I purchased as well. And when I say leaked battery acid I'm talking about literal puddles of acid that would pool under the charging station or begin leaking from the device. I had to throw away a few children's toys as well as an xbox 1 controller. The skin on the tips of my fingers peeled away a few times as well from overexposure to the battery acid after having to clean so many surfaces and devices from it getting everywhere. Please don't buy this product They are completely ineffective and its simply an unsafe product. All in all purchasing these batteries cost me around 100+ in having to buy replacements for the devices they ruined.,Leaked Battery Acid Every Time,True
