index,product_name,rating,review_text
301,AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,love them work great but while charging they leaked all over the charger and had to just throw 8 of them away
302,AmazonBasics AAA Performance Alkaline Batteries (36 Count),2,This was the 2nd time that I have ordered Amazon batteries only to find they all had about a half charge.
303,AmazonBasics AAA Performance Alkaline Batteries (36 Count),2,"While these batteries work, they don't last as long as expected. They lasted about 1/2 the time as a standard store bought battery (Energizer/Duracell/Rayovac). I will not buy these again. In contrast, the Amazon Basics AA Rechargeable is Awesome."
304,AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,"Used it for a mouse - works OK. I have a battery powered egg beater and when I put these batteries, the beater did not perform at full speed. I had some Duracell batteries which I used and it was back to life!!So, I guess these are low powered, Very disappointed"
305,AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,Picture for proof. I had these in an Amazon basics wireless mouse and one of them exploded. It was only in there about 3 months before I noticed the batteries were dead. Upon inspection it was clear one of the batteries had a structural failure and exploded the end apart leaking fluid inside mouse.This mouse has NEVER been out of my air conditioned office.I have never had a battery explode inside a mouse before. These are obviously low quality. Do not put them into anything you'd be upset to ruin with leaky battery fluid.
306,AmazonBasics AAA Performance Alkaline Batteries (36 Count),2,more than half of these batteries didn't even last but three months while in storage. what a disappointment!
307,AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,I love Amazon and Amazon products but....MAJOR disappointment. While not much less cost that Duracell or Energizer the Amazon brand batteries were a ripoff! Only lasted a third of the time in the devices I have used the competitor's batteries in before.....bummer :(
308,AmazonBasics AAA Performance Alkaline Batteries (36 Count),2,Many batteries do not have full capacity. I read each with a meter before using. Often find one at .8 volt or below. I won't buy again.
309,AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,"I'm not sure if it's coincidence it not but two electronics we've put these batteries in have crapped out within a day of replacing the batteries. When I pulled them out of the remote that completely spazzed out, there was moisture on the batteries. I thought that may have been my fault but then it happened again with a Christmas decoration. I'll probably return them...maybe a faulty batch"
310,AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,"May have been a fluke, but these lasted not even 10 minutes in two very different devices - a kid's toy and wireless mouse. Will just pay extra next time for brand name batteries."
311,AmazonBasics AAA Performance Alkaline Batteries (36 Count),2,"Not worth buying, these are just a slight grade above cheap Chinese batteries. Your going to replace them x2 or x3 times as often as top of the line batteries. So take the price of top of the line batteries and divide it by 2 and then compare the price with these. Not bad for the price but not worth the hassle."
312,AmazonBasics AAA Performance Alkaline Batteries (36 Count),2,Bummed. These batteries do not last long! Good for things like a clicker or something that isn't used often but we used these for Xbox one controller. With maybe 2 hours usage a day I've had to switch them out once a week.
313,AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,"Great price but they don't hold their charge for long. I find myself swapping out the remote batteries twice a year. At this price, it's not so bad but it's much more frequently that I'm used to."
314,AmazonBasics AAA Performance Alkaline Batteries (36 Count),2,"These batteries work for normal things. But when i tried to use them for a dog collar that is supposed to help with barking, they were too weak and had to be changed after three uses. Annoying."
315,AmazonBasics AAA Performance Alkaline Batteries (36 Count),2,"These die out super quickly. In saying that, I'm not sure if the items they were in sucked the life out of the faster but they still died. Used nearly a whole pack for little LED closet lights in a couple of months - only on for a few minutes at s time."
316,AmazonBasics AAA Performance Alkaline Batteries (36 Count),2,These just don't last as long as the name brand product. Found that we replace these twice as often as a Duracell equivalent. Won't be buying them again.
317,AmazonBasics AAA Performance Alkaline Batteries (36 Count),2,They don't last as long as other batteries. The Rayovacs that I get from Lowes are way better.
318,AmazonBasics AAA Performance Alkaline Batteries (36 Count),2,"A competing brand used to run my wireless trackball for two months, these last less than a week!"
319,AmazonBasics AAA Performance Alkaline Batteries (36 Count),2,Some were nearly dead out of the box
320,AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,"If I could give this 0 stars, I would. They all have problems working and the batteries have to be replaced after one use. Waste of time for what you get."
321,AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,More than 1/2 have been dead out of the box. Most other Amazon Basic products I have gotten have been great. Batteries have been beyond sub par so far.
322,AmazonBasics AAA Performance Alkaline Batteries (36 Count),2,"These batteries seem to have enough power. My sons remote monster truck barely moves with new batteries installed from her byut work perfectly fine with new Duracells. However, for basic other stuff they do the job."
323,AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,I need batteries that register 1.5V out of the box my camera flash remotes depend on it! NONE of the batteries I tested were more than 1.3V fresh out of the box. Unacceptable! Spend a few more bucks and get some decent name brand batteries. These are pathetic. Anyone need a 20-pack of 1.3V batteries
324,AmazonBasics AAA Performance Alkaline Batteries (36 Count),2,Shortest battery life ever... definitely don't try to save a few bucks here ...
325,AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,"SAVE YOUR MONEY. Buy the name brand. I have a bathroom light that uses 3 AAA batteries. I typically get 6 months out of it with regular batteries I get roughly a week out of it with these. Sure, they are cheaper but you will buy them 4x as often. Worst Amazon purchase thus far."
326,AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,Terrible! Didn't last 2 weeks!
327,AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,ABSOLUTELY THE WORST BATTERIES IVE EVER USED AMAZON SHOULD BE ASHAMED TO SELL THEM
328,AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,"Batteries do not last! Don't waste your money on these. I've been using them in a weight scale where 4 batteries would last 4-6 months. With these batteries, I only get 10 days of usage. No battery life."
329,AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,Dead on arrival...please stay away.
330,AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,"In a box of 12 batteries, 4 worked for 2 months, 8 did not work at all, Total waste of money"
331,AmazonBasics AAA Performance Alkaline Batteries (36 Count),2,It only took my little demons 3 days to figure out how to jimmie this thing open. It was really great while it lasted though.
332,AmazonBasics AAA Performance Alkaline Batteries (36 Count),2,"Amazon seems to have changed the manufacturer of this battery. I liked it very much the last year, but the new one has a different look, has noticeably lower capacity, and leaks. Batteries usually leak after they die, but these leaked while they were still good... and apparently died because of the leak. All of my devices have battery monitored One day they were good with 50-90 power left, and they died suddenly the next day. The leaks were mostly minor but clearly noticeable from body discoloration.One thing that has not changed from before is the packaging, and it is still bad. They are shrink-wrapped 4 in a package and they are hard to open as there is no cut-out or pull-tab to break the wrap. It is difficult to break open by hand. Twisting the package causes undue stress to the batteries and that may be cause of the leak. I have had to use scissors or knife to cut open the package."
333,AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,Batteries popped open inside the motion detector lights making a mess and ruining the detector. I will never buy this brand again.
334,AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,"Do not buy. Inconsistent quality, performance, some leak and ruin things."
335,AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,we will never buy any more!!!! they suck!!!!!
336,AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,Batteries died after a week. Same appliance used Duracell batteries for half a year.
337,AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,"Good price.... but (update 12/21/2016)Update - horrible batteries. Have gone through 8 out of 48 batteries and none have worked. Contacted Amazon, they state they will refund my money and apologized. Great customer service,but horrible product.Be aware of the refund/return policy with Amazon. Batteries are something I don't test when i get them, I assume they will work when I need them. Have never had a problem before now. When to put 2 AA's in an LED flashlight..... nothing. Tried 2 more.... nothing. Tried 2 more....nothing 2 more (guess what)... nothing again. Tried it my TV remote too. Same results. Not something I would trust to stock up with for a power outage.While the product gets 1 star (that's too generous) I do give Amazon and their Customer Service 5 Stars."
338,AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,I am giving these batteries a 1 star because I couldn't go any lower. I tried 10 batteries in a row and they lasted bout 35 seconds then my light went out. The shelf life must have been ending. I guess the old addage You Get What You Paid For holds true.
339,AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,"I like amazon products. But these haven't worked in any thing I've put them in. Nerf gun, toys.. nothing. Maybe they work in remotes....."
340,AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,"received the wrapping paper thank you.but no batteries ever came,nor were they in the package with my wrapping paper"
341,AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,"Im sure these are fine batteries, but they never arrived, and theres no way for me to request a replacement."
342,AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,"They were duds. I bought them before christmas so I could stick them in the toys and not one worked. I tried them on other items to make sure it wasn't the toys and not the batteries . Nope , it was all of the batteries. I only give one star for the reason I got them on time ....now I have a box of triple a batteries that don't work . so glad I caught that before christmas or I would have had disappointed children on christmas."
343,AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,Basic performance didnt last a week in an AM radio.
344,AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,"3/4 of the package have been duds. Lasted about 15 minutes. Now I get to go to the trouble to return them. When you shop with Amazon, it's to save time. This defeats that purpose."
345,AmazonBasics AAA Performance Alkaline Batteries (36 Count),2,"Do not last as long as other cut price batteries. In my Canon digital camera I cannot get off more than 3 shots before the 'low-battery' warning comes on. I am going back to Maxell, which did much better for me.I would hate to see what the capacity of the AmazonBasics EveryDay batteries are!!!"
346,AmazonBasics AAA Performance Alkaline Batteries (36 Count),2,"poor performer, does not last long at all."
347,AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,"I bought these because of all the ratings on Amazon but they don't last at all!! I am so disappointed. I used the in every device and every solar light and withing 2 months I have to replace them all. Now, with the the snow and cold, my yard is dark because I can't get out there. I will never buy these again."
348,AmazonBasics AAA Performance Alkaline Batteries (36 Count),2,"These are OK but they don't hold up or last very long. We bought these during Christmas hoping they would be great esp since alkaline but they barely hold up to the wear and tear of everyday use in a TV remote, let alone a kids toy."
349,AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,Doesn't last as advertised. Dead in no time!
350,AmazonBasics AAA Performance Alkaline Batteries (36 Count),2,"These batteries drain quickly. While you get a lot of them, the quality just isn't there. If you need reliable batteries, look elsewhere."
351,AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,These are cheap and they Explode!!!!!! I was pumping at 2am and it exploxed in my pump. It leaked all over my pump and baby blankets!!!!! Ive never had this happen with name brand!!!!! Now I have to find time with a newborn to packed up all the batteries from all our baby items and return!! Not Cool!!
352,AmazonBasics AAA Performance Alkaline Batteries (36 Count),2,"Despite what seems to be a great deal for a 48pack of AA batteries these aren't great. 2 stars only because of the deal as they're for light use. I use them only for my xbox controllers, I understand that the life is different with gaming (sucking up all the energy), but I've put a pair in before and about 2 weeks later had to change them. Not to mention, I have 2 controllers (one has a grip), so I switch between them often. This means they should last longer since I'm not just draining the battery life on one of them. Overall, not great for gaming or heavy use, otherwise they're nice backups. I'll have to compare these to say Duracell, but from past experience I don't remember having to change them so often."
353,AmazonBasics AAA Performance Alkaline Batteries (36 Count),2,i have bought the AA 48 packs twice now and they are terrible... They don't even last a month...
354,AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,I ordered these batteries 2 months ago. I don't really have a lot of things that require AAA batteries. My tv remote finally died and I put in these batteries. And my remote tells me that these brand new batteries are low.
355,AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,Ordered the Triple AAA battery pack and I'm not sure if I got a bad batch or what but pretty much not a single battery works. What a waste of money so they definitely deserve one star.
356,AmazonBasics AAA Performance Alkaline Batteries (36 Count),2,"They do not last long. I literally added these to a flashlight that's typically never used. I used these batteries in that particular flashlight about 3 times for a total of maybe 3-4 minutes. I switched it on today, and the batteries are already almost depleted. I wouldn't purchase them again."
357,AmazonBasics AAA Performance Alkaline Batteries (36 Count),2,Been going through a pair a week in my Xbox One controller. I play about 4 hrs a day average so the performance is underwhelming.
358,AmazonBasics AAA Performance Alkaline Batteries (36 Count),2,"I used these in a mini led flashlight, which I use to walk my dog every night. I use the flashlight about 20-30 minutes every night and the batteries only last maybe 3 weeks."
359,AmazonBasics AAA Performance Alkaline Batteries (36 Count),2,They do not last as long and I had hoped. Meaning they run down really fast. Would not buy again.
360,AmazonBasics AAA Performance Alkaline Batteries (36 Count),2,"These are not comparable to Duracell. I have been running around changing batteries everywhere, remotes, clocks, battery-powered soap dispensers. All the dying batteries are the lame Amazon basics. Bought duracells at Costco. They probably last twice as long. I bought these to get free shipping on orders over 35. Don't do the same. It's not worth it. Very disappointing."
361,AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,"Gave these a fair chance but the fact is they simply do not last as long as Duracells. I've gone through more than half of the pack I purchased and I am easily replacing batteries twice as fast for the same devices, same use. I won't repurchase."
362,AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,"Some work, some don't. Some will power my TV remote but the same batteries wouldn't power a different type of remote. I won't buy these again."
363,AmazonBasics AAA Performance Alkaline Batteries (36 Count),2,"These are odd. Several times so far I have put them into some device and the circuit does not work so it seems dead. Tested the batteries with a tester and they read 1.6 volts, so they are fully charged. Put in energizers, duracells, that show 1.58 volts and the device works perfectly. Tried one of each brand and got mixed results. Good price but Ray o Vacs are about the same and no problem. I don't know what is wrong but for now, I don't like them."
364,AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,Not suitable for toys. Drained within just a couple of days.
365,AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,Not sure I will be buying these again. The first four pack I opened was dead. The second pack worked but only lasted half the time a name brand battery lasts. I am using more batteries for the same amount of use in my headset. I won't be buying these again.
366,AmazonBasics AAA Performance Alkaline Batteries (36 Count),2,"Marginal performance at best. Used one in my Turbo razor, and it died much earlier than other brands. It also dies quickly, with a steep power drop-off."
367,AmazonBasics AAA Performance Alkaline Batteries (36 Count),2,"I've used 10 so far, 4 in a wire less mouse and had a short life , comparing them with Maxwell batteries I used before."
368,AmazonBasics AAA Performance Alkaline Batteries (36 Count),2,Not happy with quality. Do not last very long in various devices.My guess is that milliamp hour ratings are very poor/low.I have used many of these batteries in a short time span compared to Duracells.
369,AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,I have bought these several times thinking they were great but after longer term use have found they fail about twice as fast as Duracell. I will never buy them again and will not hold Amazon Basic in such A high standard. my next batteries will be Duracell
370,AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,"What's happened to batteries Duracell use to be the gold standard, until we had over 10 of them fail by leaking and destroying expensive medical equipment year after year. Costco batteries became our go-to batteries until last year 2015 when they started leaking, even on the shelf. Tried Eveready but price and quality varies as well. I trusted Amazon and love the price, packaging, convenience and no leaks. But they don't last half the time the others have. Some of the top reviews have stated the electrical case very, very well. And yes, we have some high current draw uses. But as my staff and Doctors have said to me: They're just batteries! Get us some decent batteries already! We go through dozens a week so price is going to matter but, paying top dollar still doesn't seem to save equipment or increase the usage time. It seems every manufacture is changing their product for cost and marketing so that you have to be an expert to properly match basic AA batteries to your specific use. Not cool!!"
371,AmazonBasics AAA Performance Alkaline Batteries (36 Count),2,"I thought that this was a great deal, but the batteries don't seem to last very long. I feel like I am constantly having to change the batteries in my remote. I would equate these to being a little bit better than dollar store batteries, but they are not of the highest quality."
372,AmazonBasics AAA Performance Alkaline Batteries (36 Count),2,Don't seem to last as long as Duracell.
373,AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,Worst batteries I have ever purchased. I use in the mouse to my laptop. Doesn't hold a charge for more than three days with limited usage (maybe 4 hours/day). Not worth the price.
374,AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,"On second use, silver liquid leaked out of batteries, almost ruining the motor of a breast pump."
375,AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,Every time I brew a cup off coffee there are tons of coffee grinds in my coffee. I have cleaned my pot several times. Thank god I only have a few pods left. Will never buy this brand again!!!
376,AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,"Overpriced, works about the same as raovac."
377,AmazonBasics AAA Performance Alkaline Batteries (36 Count),2,We are very disappointed in the quality of Amazon's AA batteries. They have failed 3 or 4 times in various products we own. The most costlywas it's use in our small wall safe in our home. The 6 batteries failed after two months and we had to have a service open it at the tune of225.00. Another example was a radio and flashlights. We will have to throw the rest out.
378,AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,Batteries die very quickly. Spend the extra for better batteries.
379,AmazonBasics AAA Performance Alkaline Batteries (36 Count),2,Don't seem to last very long changing brands
380,AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,Was very disappointed to see that one of my batteries corroded and leaked in a device within only a few days of placing it in the device. Will not purchase again.
381,AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,"Bought these because I had heard from several sources that alkaline batteries are one of those items that you can buy as generics and get comparable quality to name brands. It is not unusual for me to keep batteries in storage for more than a year without a problem with leakage. These, after a year, would begin leaking soon after installing them. That is, they come out of their protective wrap looking brand new but would leak within days. They fouled up a few things, one of which was a good work flashlight. I hadn't seen a battery leak in decades. I had to throw out the remaining ones even though they looked deceptively good."
382,AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,5 of the batteries leaked from the package. Will not buy these again.
383,AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,About 1/3 the life of energized or Duracell batteries.
384,AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,Alot of the batteries were dead or very weak
385,AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,amazon sucks these batteries drain like the water in my toilet
386,AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,"As soon as i place the new battery in my card alarm, ut says 1 bar charged"
387,AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,Awful batteries don't work
388,AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,"bad product, not working in the remote car where it required 3 AA batteries."
389,AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,Batteries arrived drained. all of them.
390,AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,Batteries did not last more than two days
391,AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,Batteries didn't last long at all
392,AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,batteries didnt even last one month...very dissapointed
393,AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,Batteries die super fast!
394,AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,Batteries last for about 2 days in my Xbox one controller.
395,AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,"batteries used primarily for remotes, batteries last for about 1 month"
396,AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,Batteries very week. Would Not Work IN Several devices.
397,AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,Batteries were weak and didn't last a week in remote
398,AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,Battery blew up in the charger. Returned product for full refund.
399,AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,Better at the dollar store no matter what the brand
400,AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,Broke about a month after ordering them.
401,AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,BRUTAL! THEY DONT LAST LONG AT ALL!
402,AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,Did not fix my leaking water pump
403,AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,die after one hour of use
404,AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,Died almost immediately. Ruined their purpose for the purpose needed.
405,AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,do not last long at all - never by these again
406,AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,Do not last near as long as other 'off brand' batteries
407,AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,Does not last as long as the good batteries
408,AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,doesn't last like the other brands
409,AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,Don't buy. Don't last!
410,AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,don't hold a charge - have to recharge too frequently
411,AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,don't last long. Replace batteries in my clock almost every 2 months.
412,AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,Don't seem to last as long as Duracell...Wouldn't buy them again
413,AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,don't seem to last very long
414,AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,Don't waste your money. They last about 2 days in a wii remote.
415,AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,Entire pack of batteries was dead!
416,AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,Good price with ugly design.
417,AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,Great price but these do not last very long.
418,AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,Half of the batteries received were dead and there is no replace option.
419,AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,I feel like the batteries wasted quickly. It did not last as long as store bought batteries.
420,AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,I have the wrong size batteries
421,AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,i like amazon product.but this battery was not good.
422,AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,I used them for my Xbox 1 controllers. They do not last long compared to name brands.
423,AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,"Idk why I ended up with AAA, when I orderd AA... Oh well"
424,AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,Inconsistent. VERY short life.
425,AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,"It didn't last for even one day,"
426,AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,It goes off in week.
427,AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,"Junk, they don't work"
428,AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,life of the batteries do not last
429,AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,LOVE THE BATTERIES.THANKS
430,AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,More than half did not work
431,AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,More then half did not work :(
432,AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,never again. don't last. especially short life in cold weather.
433,AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,None of them would recharge.
434,AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,Not happy at all very slow compare to others I ordered
435,AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,"Not universal. Did not work on garage door opener, given as gift but now cannot return."
436,AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,Pretty sure they didn't really have a charge when they arrived
437,AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,"Really good price for a reason, first two batteries I used were dead. Do not waste your money!"
438,AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,"Save your money,these do not last half the time of Duracell"
439,AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,Sent me old dead batteries
440,AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,Substandard...Dollar store batteries last longer
441,AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,The capacity is suspect. I seem to have gotten a lot more out of Energizer.
442,AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,The products that it was delivered but I could not find it anywhere
443,AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,"These are absolute junk. I'm half way through the pack and so far every single battery has leaked.UPDATE:Ok, these batteries are horrible. Every single battery leaked, ruining some of the items they were in. In almost 30 years of buying from Amazon these batteries are the most disappointing thing thing I've ever received.Amazon, in case you are interested the lot number is JK150601"
444,AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,These batteries are absolute garbage. Very little capacity.
445,AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,"These batteries are awful, have no power and die fast"
446,AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,These batteries do not come close to duracel in terms of longevity.
447,AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,These batteries do not last or work well. Spend the extra buck and buy Duracell.
448,AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,these batteries do not perform as good as the cheapest ones on the market.
449,AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,these batteries don't last very long
450,AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,these batteries explode - terrible quality
451,AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,These batteries have a very short life. Need replaced every week. Used ina solar light outside Very unsatisfactory
452,AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,These batteries have an extremely short life. Below Amazon's standards.
453,AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,"These batteries suck!!!!!!Stay away from them! Read bad reviews, they last only weeks."
454,AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,These did not fit my device...
455,AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,These did not last long at all.
456,AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,These die way too fast.
457,AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,These do not last long. Will never buy again
458,AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,These suck. Had for a week. Stopped working. Garbage.
459,AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,these were dead on arrival
460,AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,theses batteries don't last very long not worth the money
461,AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,they are not good as described. the power is easy to be used out.
462,AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,"They are too cheap, please buy rechargeable batteries instead of wasting the environment!"
463,AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,they don't hold a charge like the top brands do.
464,AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,They don't hold a charge very well.
465,AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,They don't last. I would not buy again
466,AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,They don't work and are dead!!!!!!
467,AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,They fail earlier than brand names. I assumed Amazon would match in beat others. I won't order again.
468,AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,they let for about 5 recharges
469,AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,They lost power within minutes in digital cameras.
470,AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,They paired these with a order that uses AA
471,AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,They were dead. I'm baffled.
472,AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,This is not what I received.
473,AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,took WAY to long to receive. and then some were corroded.
474,AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,Tore within one week and is baby blue and very shear not green.
475,AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,Trash. Only lasted a few hours.
476,AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,Tried them in 2 flashlights. Neither worked.
477,AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,Used these for 2 insta bulb lights purchased from here also and they last about a week. Crazy!!!
478,AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,"Utterly worthless, no staying power."
479,AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,very cheap batteries
480,AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,very disappointed in these!
481,AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,Very dissappintes with these. Have had to replace almost all of them.
482,AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,Wore out way to fast
483,AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,Worst batteries ever....they work once and drain out...you try to use something again and the battery is dead!
484,AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,Worst batteries I've ever bought.
485,AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,Worst battery I've ever used. Lasts 1/3 as long as eveready!!!
486,AmazonBasics AAA Performance Alkaline Batteries (36 Count),2,"I bought these batteries to put into my bluetooth wireless speaker so that I didn't have to always have it plugged into it's AC power source. After only an hour of using my speaker with these batteries, my speaker died! I'm sad and disappointed that the batteries only managed to give me an hour of listening through my speaker, and honestly I'm shocked too. I read a lot of great reviews for these batteries and unfortunately, for me it did not deliver the quality that I wanted and needed :(."
487,AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,Ordered these batteries along with a wall mounted mirror. Upon inserting these batteries the light did not work. Thinking something was wrong with the mirror. I decided to go to Target and buy more batteries. Replacing your batteries my light now works. I would return them but the return date was past due. Thanks for your time.
